IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
51.38.48.174,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,186 ms,499 kB/s
194.147.149.155,444,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,494 kB/s
14.21.7.146,12388,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,210 ms,492 kB/s
5.178.106.243,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,490 kB/s
77.238.234.221,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,249 ms,488 kB/s
193.32.177.101,443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,257 ms,484 kB/s
109.237.99.236,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,289 ms,484 kB/s
162.245.191.87,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,249 ms,484 kB/s
147.45.136.240,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,299 ms,480 kB/s
141.94.204.200,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,220 ms,478 kB/s
146.59.232.246,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,177 ms,477 kB/s
172.174.161.239,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,288 ms,476 kB/s
31.15.19.109,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,302 ms,474 kB/s
194.87.62.246,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,471 kB/s
67.207.73.198,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,282 ms,471 kB/s
146.59.232.140,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,181 ms,468 kB/s
91.186.217.144,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,238 ms,467 kB/s
147.45.152.193,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,305 ms,467 kB/s
91.103.140.16,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,265 ms,464 kB/s
212.34.143.60,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,463 kB/s
194.246.82.98,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,248 ms,461 kB/s
193.124.22.168,8443,true,RIX,LV,Europe,Riga,欧洲,拉脱维亚,里加,🇱🇻,316 ms,461 kB/s
154.64.239.21,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,188 ms,460 kB/s
104.249.40.214,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,314 ms,458 kB/s
5.61.56.223,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,235 ms,458 kB/s
80.242.58.40,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,295 ms,455 kB/s
45.12.69.139,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,264 ms,455 kB/s
14.21.7.146,10045,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,223 ms,454 kB/s
45.43.79.182,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,295 ms,452 kB/s
185.233.81.42,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,446 kB/s
146.59.238.60,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,194 ms,444 kB/s
95.179.189.0,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,442 kB/s
212.118.40.36,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,438 kB/s
103.44.255.81,443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,45 ms,434 kB/s
185.225.17.233,2053,true,OTP,RO,Europe,Bucharest,欧洲,罗马尼亚,布加勒斯特,🇷🇴,289 ms,430 kB/s
89.22.231.195,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,268 ms,429 kB/s
77.72.85.186,8443,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,328 ms,428 kB/s
141.94.205.130,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,192 ms,428 kB/s
185.209.162.38,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,269 ms,426 kB/s
135.125.190.99,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,426 kB/s
178.255.222.43,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,227 ms,425 kB/s
211.213.233.164,12056,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,421 kB/s
207.154.235.176,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,420 kB/s
89.116.44.170,2053,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,271 ms,419 kB/s
51.91.103.142,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,415 kB/s
54.36.99.75,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,187 ms,413 kB/s
185.186.245.63,81,true,DFW,US,North America,Dallas,北美洲,美国,达拉斯,🇺🇸,256 ms,412 kB/s
141.98.169.24,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,209 ms,412 kB/s
85.159.226.117,443,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,226 ms,410 kB/s
194.76.173.22,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,410 kB/s
15.204.209.171,2053,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,278 ms,402 kB/s
217.25.91.145,8443,true,AMS,DE,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,257 ms,397 kB/s
185.142.99.65,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,396 kB/s
109.207.170.39,2053,true,IAD,NL,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,236 ms,394 kB/s
77.246.110.179,8443,true,DME,NL,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,289 ms,393 kB/s
77.221.141.122,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,351 ms,384 kB/s
64.21.191.164,443,true,SEA,CA,North America,Seattle,北美洲,美国,西雅图,🇺🇸,196 ms,382 kB/s
37.1.194.153,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,294 ms,382 kB/s
5.253.59.140,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,297 ms,381 kB/s
141.95.161.178,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,205 ms,379 kB/s
138.124.187.19,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,237 ms,378 kB/s
94.228.164.78,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,245 ms,372 kB/s
51.91.100.9,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,372 kB/s
37.27.90.102,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,371 kB/s
172.66.129.111,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,366 kB/s
57.129.47.17,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,365 kB/s
91.84.102.54,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,362 kB/s
168.100.9.178,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,360 kB/s
5.187.51.204,1195,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,303 ms,360 kB/s
146.59.238.27,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,189 ms,360 kB/s
195.54.175.128,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,236 ms,358 kB/s
141.94.221.2,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,358 kB/s
185.114.73.221,443,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,261 ms,358 kB/s
38.244.139.241,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,273 ms,355 kB/s
45.138.73.136,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,237 ms,354 kB/s
51.178.37.179,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,184 ms,353 kB/s
45.39.198.40,8080,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,354 ms,349 kB/s
212.34.132.122,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,349 kB/s
146.59.153.201,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,183 ms,347 kB/s
46.101.105.119,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,257 ms,343 kB/s
166.1.201.112,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,262 ms,336 kB/s
193.188.21.70,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,317 ms,336 kB/s
85.234.107.140,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,254 ms,333 kB/s
77.246.104.128,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,332 kB/s
54.36.98.237,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,175 ms,330 kB/s
89.110.122.18,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,329 kB/s
172.66.128.149,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,324 kB/s
89.107.10.22,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,324 kB/s
146.59.232.94,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,183 ms,323 kB/s
172.66.131.52,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,323 kB/s
89.110.83.5,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,259 ms,321 kB/s
51.91.102.26,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,318 kB/s
51.75.23.173,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,181 ms,318 kB/s
80.76.34.204,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,274 ms,317 kB/s
188.34.160.219,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,316 kB/s
107.175.245.116,2053,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,241 ms,311 kB/s
141.94.205.202,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,186 ms,310 kB/s
194.58.46.240,443,true,PRG,CZ,Europe,Prague,欧洲,捷克共和国,布拉格,🇨🇿,231 ms,305 kB/s
178.157.82.110,8443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,302 ms,305 kB/s
89.185.82.125,8443,true,SOF,MK,Europe,Sofia,欧洲,保加利亚,索非亚,🇧🇬,218 ms,302 kB/s
146.56.140.79,25010,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,312 ms,300 kB/s
195.133.64.240,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,249 ms,299 kB/s
185.135.86.89,8443,true,RIX,LV,Europe,Riga,欧洲,拉脱维亚,里加,🇱🇻,319 ms,298 kB/s
65.21.253.160,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,191 ms,298 kB/s
95.216.168.240,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,297 kB/s
51.91.102.36,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,297 kB/s
49.238.239.26,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,294 kB/s
151.115.58.191,4443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,318 ms,294 kB/s
188.253.17.14,443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,266 ms,294 kB/s
129.154.222.63,8443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,321 ms,293 kB/s
46.151.24.236,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,292 kB/s
45.8.146.42,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,247 ms,292 kB/s
158.180.12.117,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,221 ms,292 kB/s
77.238.244.75,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,291 kB/s
146.59.225.232,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,181 ms,289 kB/s
59.36.147.253,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,47 ms,289 kB/s
51.195.119.2,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,288 kB/s
194.87.31.49,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,286 kB/s
193.70.0.150,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,281 kB/s
62.84.183.223,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,243 ms,281 kB/s
78.40.116.89,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,313 ms,278 kB/s
123.52.66.97,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,31 ms,277 kB/s
188.130.207.235,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,185 ms,276 kB/s
77.73.71.180,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,296 ms,276 kB/s
107.161.154.182,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,279 ms,275 kB/s
66.151.40.245,4443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,274 kB/s
172.66.130.214,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,272 kB/s
141.94.221.26,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,211 ms,272 kB/s
165.22.18.18,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,263 ms,271 kB/s
212.111.89.146,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,271 kB/s
146.235.59.153,2053,true,GRU,BR,South America,São Paulo,南美洲,巴西,圣保罗,🇧🇷,367 ms,270 kB/s
91.184.242.129,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,270 kB/s
165.22.79.90,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,270 ms,269 kB/s
5.75.201.201,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,267 kB/s
91.192.102.170,8443,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,271 ms,267 kB/s
193.46.218.2,443,true,SJC,US,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,265 kB/s
141.94.77.169,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,265 kB/s
213.21.241.0,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,260 ms,264 kB/s
89.150.41.212,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,257 ms,258 kB/s
78.47.36.196,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,257 kB/s
213.183.59.144,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,258 ms,256 kB/s
57.129.47.72,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,226 ms,255 kB/s
51.75.19.2,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,184 ms,255 kB/s
66.81.247.237,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,253 kB/s
54.36.98.76,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,246 kB/s
72.18.132.149,2053,true,DEN,US,North America,Denver,北美洲,美国,丹佛,🇺🇸,212 ms,245 kB/s
213.108.199.52,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,280 ms,244 kB/s
51.195.43.174,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,244 kB/s
141.95.127.33,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,244 kB/s
38.180.97.176,9443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,228 ms,243 kB/s
80.211.249.240,2053,true,FRA,PL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,279 ms,243 kB/s
91.132.58.144,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,258 ms,243 kB/s
37.1.200.32,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,178 ms,241 kB/s
159.255.33.232,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,210 ms,241 kB/s
91.84.105.40,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,258 ms,240 kB/s
212.192.9.100,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,263 ms,239 kB/s
141.94.222.42,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,188 ms,238 kB/s
162.19.243.20,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,237 kB/s
135.125.239.132,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,236 kB/s
5.178.106.27,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,236 kB/s
147.45.49.11,8443,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,382 ms,234 kB/s
194.146.24.199,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,249 ms,233 kB/s
95.181.161.93,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,231 kB/s
172.66.131.174,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,226 kB/s
146.59.157.3,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,187 ms,225 kB/s
52.77.114.70,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,253 ms,219 kB/s
49.238.237.232,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,219 kB/s
104.249.40.77,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,218 kB/s
178.208.79.186,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,222 ms,218 kB/s
185.232.204.222,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,260 ms,213 kB/s
195.123.211.205,2053,true,WAW,LV,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,239 ms,213 kB/s
51.38.49.203,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,209 kB/s
45.154.98.230,4010,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,209 kB/s
147.78.140.39,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,188 ms,208 kB/s
2.56.91.89,2053,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,338 ms,206 kB/s
115.236.35.109,12255,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,215 ms,203 kB/s
5.199.133.190,8005,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,223 ms,203 kB/s
185.109.48.200,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,236 ms,202 kB/s
123.52.67.150,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,63 ms,202 kB/s
125.91.111.4,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,72 ms,201 kB/s
195.54.174.216,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,236 ms,200 kB/s
141.94.63.242,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,190 ms,198 kB/s
51.83.45.59,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,205 ms,197 kB/s
103.149.145.117,443,true,SEA,US,North America,Seattle,北美洲,美国,西雅图,🇺🇸,197 ms,196 kB/s
123.52.66.70,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,34 ms,196 kB/s
57.129.47.27,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,195 kB/s
172.86.68.95,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,224 ms,195 kB/s
135.125.232.249,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,192 kB/s
147.45.68.252,8082,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,192 kB/s
45.144.51.160,8443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,303 ms,189 kB/s
89.23.107.63,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,187 kB/s
51.178.81.163,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,185 kB/s
146.59.232.140,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,185 kB/s
178.208.87.140,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,184 kB/s
188.116.21.222,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,220 ms,184 kB/s
217.144.185.36,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,184 kB/s
51.75.18.158,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,178 ms,181 kB/s
37.218.246.70,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,261 ms,181 kB/s
141.94.222.73,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,191 ms,181 kB/s
181.41.194.85,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,241 ms,180 kB/s
57.129.63.145,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,177 kB/s
45.95.232.43,8443,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,253 ms,175 kB/s
31.128.34.61,8443,true,WAW,LV,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,246 ms,174 kB/s
91.84.100.19,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,174 kB/s
94.177.199.119,8443,true,FCO,IT,Europe,Rome,欧洲,意大利,罗马,🇮🇹,274 ms,174 kB/s
162.19.242.212,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,173 kB/s
213.5.128.223,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,228 ms,171 kB/s
91.84.103.60,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,167 kB/s
123.52.65.206,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,30 ms,166 kB/s
167.86.88.154,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,262 ms,164 kB/s
123.52.67.143,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,31 ms,162 kB/s
162.19.224.113,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,161 kB/s
90.156.254.41,443,true,ARN,LV,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,245 ms,161 kB/s
94.241.173.212,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,316 ms,161 kB/s
89.105.223.93,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,263 ms,160 kB/s
